amount,hour,day,senderBalance,receiverBalance,distance,deviceChanged,transactionsLastHour
2285,14,1,36343,84943,49,0,1
1029,22,4,28553,64338,20,0,7
4446,22,5,164226,93045,75,0,6
4600,4,2,55837,76333,1,0,5
905,6,1,164072,13045,42,0,6
2773,20,7,199891,80817,39,0,3
4791,3,1,76047,71204,71,0,5
3432,3,3,162307,61572,19,0,2
3669,17,3,121969,4682,44,0,7
4723,5,1,25487,3075,14,0,6
3727,18,6,55209,80911,73,0,6
3806,19,1,71856,82523,65,0,3
3643,6,3,51415,62006,19,0,5
614,4,1,16674,3812,45,0,7
2360,7,3,54866,82523,28,0,2
4088,9,5,9462,1888,60,0,3
1733,10,3,13602,19614,30,0,3
2070,21,5,93618,82516,66,0,2
2261,13,3,79522,65084,29,0,7
200,9,3,47956,86786,44,0,6
647,13,7,76160,87078,3,0,2
3961,4,3,8247,51368,68,0,3
2232,9,4,170354,58760,20,0,3
4385,19,3,93209,16426,53,0,5
4222,23,3,172232,8537,59,0,1
3742,2,4,42659,65043,69,0,6
4841,21,2,167573,66258,25,0,5
1160,18,2,25520,57881,2,0,7
3262,12,6,194159,11957,79,0,1
3227,9,1,45975,98364,51,0,3
2978,18,6,73393,5349,20,0,3
3111,0,7,85345,14272,52,0,5
2931,6,5,17637,47534,54,0,5
1331,4,7,131069,26270,13,0,5
1421,19,5,121441,30512,29,0,6
370,11,6,55003,67886,67,0,3
4202,6,1,137065,88295,41,0,5
1974,9,6,175859,36673,28,0,3
1510,1,7,73245,28629,26,0,2
1057,3,3,60696,73247,9,0,4
1747,5,1,176902,82369,3,0,5
2462,3,6,83381,45638,70,1,2
3350,12,1,194990,45188,56,0,2
195,8,2,172099,37251,75,0,7
2044,12,5,39202,9729,2,0,1
1196,20,3,25653,14507,21,0,4
4562,10,6,166262,90116,42,0,2
168,21,6,58763,83945,4,0,3
687,14,6,171215,50427,75,0,6
4672,21,7,131905,24054,0,1,7
3261,7,4,41539,80072,77,0,5
2429,14,5,89548,41077,77,0,3
1852,4,4,115862,84892,70,0,7
4903,13,3,40723,25787,45,0,4
4153,6,3,110948,10946,35,0,6
620,0,3,171487,96879,38,0,3
3739,15,5,71560,92764,25,0,4
517,20,1,56764,91871,75,0,3
2556,5,7,192974,71555,18,0,6
1081,15,7,93082,81366,46,0,7
4252,9,5,180854,52632,14,0,7
3290,10,7,126430,10486,51,0,2
3519,12,4,10523,46793,9,0,4
1671,18,3,86597,1015,58,0,1
2602,21,5,144674,8232,43,0,7
4845,18,6,106647,77305,16,1,5
2625,21,1,64888,87810,36,0,3
2991,2,4,48642,57611,24,0,7
265,12,7,66045,93594,49,0,4
1706,15,2,137263,44094,37,0,2
3104,1,6,31350,88561,64,0,7
1217,0,1,137309,5943,29,0,5
2110,4,7,33694,29250,75,0,1
2265,17,3,21134,53378,73,0,3
4418,2,5,64405,69946,24,0,7
2277,7,1,130733,6773,29,0,4
2711,0,4,18841,91866,35,0,4
4521,7,1,96822,20859,32,0,5
994,5,5,38385,78641,68,0,1
4206,0,7,181445,97086,57,0,7
4818,7,3,65787,87979,48,0,7
2378,16,3,34852,5953,28,0,7
4771,17,5,196882,81351,33,0,3
1413,7,6,144934,68264,38,0,3
3361,17,4,161625,49860,22,0,3
4889,12,3,148304,10092,58,0,3
1743,10,7,121397,60097,55,0,7
2721,9,7,76635,27076,69,0,3
1544,17,5,124471,9102,4,0,7
251,6,4,171466,61484,54,0,6
1520,21,5,107816,64828,54,0,1
1409,14,4,87002,39464,67,0,1
2293,4,1,76296,84702,29,0,4
614,13,3,144994,63782,74,0,2
1647,14,6,65294,20684,36,0,4
145,17,4,98009,36166,16,0,7
2471,19,7,64397,3134,60,0,4
1836,2,2,42723,42166,76,0,2
3880,4,5,154990,19564,3,0,7
961,21,6,189466,12390,51,0,5
3743,16,3,199158,78478,60,0,1
2164,11,5,137409,60786,42,0,2
582,3,6,40812,59928,26,0,5
3256,22,3,41809,68425,75,0,7
1066,17,3,39398,22444,51,0,3
3978,6,4,182185,42522,9,0,2
3113,9,3,96069,70131,39,0,2
2266,5,3,58255,95944,46,0,1
247,23,1,29290,63489,58,1,5
3071,14,6,110339,67722,29,0,6
4172,7,3,10041,51606,45,0,5
1122,14,3,41798,74863,33,0,4
1372,10,6,195988,31893,75,0,5
113,1,7,143491,21410,68,0,3
2624,9,4,161611,69807,69,0,7
891,20,6,99631,82107,26,0,7
221,16,3,141289,97796,60,0,5
811,3,6,192231,34183,72,0,2
3622,10,4,173897,59879,57,0,5
4903,8,1,74191,91404,4,0,1
4242,20,7,169458,51111,78,0,3
2223,22,5,15669,12443,45,0,3
1171,1,1,118971,12593,17,0,7
1698,4,4,136916,55929,28,0,7
3695,6,1,66001,19724,26,0,3
3388,6,5,84468,22718,62,0,1
1158,8,5,52756,95365,11,0,2
3971,20,5,122621,90661,23,0,2
837,8,4,131183,7798,76,0,1
4743,8,5,113125,70066,35,0,1
29,22,6,197250,61475,34,0,1
566,4,4,189823,88286,23,0,5
2838,7,5,190956,22663,37,0,7
2048,15,6,11470,89997,43,0,6
3188,11,2,118450,22996,42,0,2
1028,20,5,66402,33331,34,0,3
1466,10,5,12986,79682,58,1,5
2791,5,3,154462,42256,78,0,2
3089,10,1,120098,28515,26,0,3
608,23,5,113893,38985,46,0,7
3748,6,5,146936,49114,43,0,5
3703,14,7,24841,61293,8,0,2
2304,19,7,50876,45327,38,0,5
1649,8,5,44222,95605,64,0,3
1914,21,6,153268,5999,66,0,3
2217,7,1,117171,69904,51,0,5
2270,17,3,183202,14226,64,0,5
1830,8,5,14414,7746,4,0,1
2926,16,2,158091,12447,33,0,4
3586,21,7,15381,2987,7,0,6
2787,17,7,184549,2547,78,0,2
3314,1,1,84086,6174,33,0,2
3091,20,1,20729,34744,69,1,2
2599,8,6,85621,45467,16,0,6
2366,11,7,81536,43959,21,0,7
2944,7,4,85704,38096,39,0,5
4663,3,1,93744,5430,19,0,2
3077,12,4,88031,45271,54,0,2
3595,17,1,16020,36141,21,0,1
351,10,6,108027,20202,69,0,1
1788,17,5,140662,95242,22,0,2
19,22,2,122266,93254,63,0,4
2153,0,1,89636,5302,17,0,7
2007,17,6,140484,77420,68,0,4
4705,18,4,147954,78300,15,0,1
4849,22,1,80412,59314,8,0,1
4040,9,3,85615,28154,15,0,5
2034,3,6,93093,43502,11,0,3
1464,6,4,108833,40984,68,0,6
3883,4,2,160675,88298,76,0,2
4541,17,6,93115,89179,46,0,5
2164,22,3,155504,14174,31,0,4
1305,15,3,158026,12996,53,0,1
657,23,7,84423,90461,36,0,4
93,3,6,131366,2365,78,0,4
2772,13,3,76496,25727,9,1,1
2222,9,7,160859,89589,3,0,7
531,21,3,173975,60046,17,0,6
3326,14,3,149337,40040,32,0,4
3241,22,1,83285,82424,20,0,4
93,7,5,179251,42658,28,0,7
1108,12,4,40662,37185,2,0,3
4468,7,4,175421,53215,19,0,5
305,6,4,52136,72029,36,0,7
3885,1,1,189415,65008,17,1,7
1808,12,2,18475,7671,40,0,2
3866,0,5,10155,99617,19,0,4
1039,22,2,138783,13531,4,0,1
2132,3,7,115678,77705,20,0,6
2139,6,6,7917,20397,13,0,2
1589,13,6,65715,35728,72,0,2
3854,22,4,8917,94947,76,0,7
172,19,3,75734,27046,7,0,7
552,9,2,189202,75396,21,0,1
1190,9,6,125279,88303,46,0,4
3245,7,4,51935,49429,63,0,5
4570,17,6,22879,90898,9,0,5
2717,15,6,10378,49669,17,0,4
1068,18,2,197034,70195,71,0,5
2579,20,1,197872,89297,28,0,7
1767,3,1,7525,10176,77,0,7
3070,6,4,24608,60843,33,0,7
4319,20,4,17726,7898,52,0,7
1480,10,2,74878,49008,34,0,7
2922,0,4,22628,78465,50,0,5
2522,2,7,160906,49308,54,0,3
3421,15,5,128819,15840,72,0,6
3106,19,2,16641,16232,38,0,4
2514,13,4,193100,91899,1,1,1
4519,21,2,19251,89106,9,0,6
4831,16,5,189426,79150,3,0,5
4613,9,6,108489,21674,59,0,1
2594,1,7,124630,55850,68,0,4
124,7,7,102444,60610,68,0,6
2738,23,4,31025,79110,32,1,6
1740,5,1,164166,64399,29,0,6
3177,22,3,127697,68050,3,0,7
4637,14,7,99784,10304,25,0,2
2247,11,7,73761,2014,4,0,3
793,17,6,9942,63681,74,0,5
3792,17,2,144539,27935,1,0,5
1434,21,3,122648,8897,37,0,6
2382,4,4,145854,31398,28,0,4
2555,15,2,156105,51966,67,0,4
91,19,3,149550,96980,33,0,6
91,0,7,44708,33552,62,0,4
2486,16,3,31358,9769,67,0,1
2208,5,2,181877,32347,75,0,4
380,10,4,61112,60032,40,0,1
1175,4,6,173398,99226,54,0,4
248,4,1,29810,89250,72,0,5
4602,15,6,80962,74153,18,0,5
828,15,6,195531,68975,59,0,7
4834,0,2,184075,92885,71,0,7
940,20,6,56243,39318,39,0,1
4098,9,3,178947,25591,67,0,2
2167,8,2,77659,72348,16,1,3
2713,19,4,104417,1983,33,0,3
2137,23,3,159932,34328,3,0,5
300,21,4,110534,79417,20,0,5
390,8,6,80226,47221,20,0,2
2082,17,5,85379,30236,47,0,4
1441,9,7,33498,34226,28,0,3
3953,10,5,103002,37788,63,0,7
355,22,5,89058,87309,28,0,1
2907,2,7,159781,96725,57,0,5
2798,3,1,143165,84483,15,0,5
1849,1,6,145647,36074,22,0,6
2696,23,4,132325,29032,53,0,2
1579,15,3,133451,45572,2,0,6
930,23,2,163105,20984,28,0,5
270,17,6,14527,6944,44,0,7
2789,3,1,122125,20191,75,0,4
912,8,1,129148,33791,44,0,5
3367,0,1,111387,56124,29,0,5
3524,2,7,191689,96481,53,0,3
2984,16,3,44212,19224,17,0,4
4246,23,3,15323,4314,20,0,5
3902,22,4,103756,1392,73,0,1
4069,10,7,146469,32530,58,0,2
264,13,4,144151,78568,56,0,5
219,17,2,24431,68655,33,0,3
2044,10,2,123254,13231,18,0,4
62,11,6,198949,23427,15,0,3
426,17,6,161313,62445,37,0,3
347,15,5,134701,96608,76,0,6
4967,4,1,48316,48917,77,0,2
4040,16,2,32634,55928,60,0,3
3686,6,1,131486,19211,13,0,4
4698,18,6,191552,85250,26,0,5
2947,15,5,17891,64246,50,0,4
4645,22,5,51791,28289,69,1,4
1999,12,7,33395,80036,33,0,5
4954,12,7,124488,17652,77,0,6
4281,14,5,84792,91721,57,0,4
4434,5,5,125473,38861,38,0,3
1164,23,7,97597,88365,10,0,6
177,22,2,125574,16529,2,0,3
1118,20,1,17876,57680,52,0,5
4399,12,5,105951,93837,10,0,4
4743,15,6,17392,76984,61,1,2
3427,11,2,67088,61610,73,0,4
4660,17,4,102318,89717,63,0,5
1589,0,3,85385,92618,31,0,7
2400,4,7,40151,37135,23,0,4
583,6,6,93950,87258,44,0,1
723,12,4,59236,39278,37,0,3
2386,21,2,177774,40496,54,0,6
1386,15,1,77406,88054,18,0,1
1724,12,6,68238,52489,57,0,7
3226,12,2,45986,61481,29,0,3
259,13,3,111023,21694,2,0,1
4946,11,1,172055,23365,71,0,2
1903,8,3,86039,44346,74,1,3
1303,6,3,67635,75131,4,0,7
2835,14,4,106678,92041,12,1,7
3333,11,7,19444,40873,79,0,2
3021,10,5,184301,33368,64,0,2
1143,1,4,130482,57707,6,1,2
236,3,4,178044,69642,58,1,6
3816,21,4,13495,66181,28,0,2
1942,12,6,160789,56941,15,0,5
2302,11,5,26399,92050,64,0,7
552,23,7,81682,49577,43,1,5
3658,15,6,152245,77408,74,0,1
4672,18,2,157685,20879,24,0,6
3172,5,1,161497,9507,43,0,4
4132,14,7,23318,39719,16,0,7
2632,20,6,167407,35184,23,0,2
2730,10,5,44563,53828,31,0,4
2202,17,1,118554,24683,16,0,2
2998,10,5,157807,84899,28,0,1
4245,1,6,17021,70650,11,0,1
3669,2,4,91391,6242,44,0,1
4938,14,2,110619,13988,14,0,4
1694,9,7,60160,89295,17,0,2
287,12,4,96455,87690,74,0,2
2724,3,1,60237,25553,10,0,1
1762,9,1,159831,19121,73,0,6
921,16,2,130893,34126,65,1,5
2113,14,7,181132,43564,51,0,2
3242,21,5,87922,63222,64,0,3
1537,14,6,49185,93393,11,0,3
2426,12,2,168743,68678,60,0,4
811,15,7,111968,51790,7,0,7
4366,18,2,142096,31392,53,0,5
4252,12,3,146869,60727,61,0,6
1550,0,3,24986,19320,41,0,7
4825,2,3,42549,16515,51,0,2
415,3,3,27097,71719,70,0,3
1538,4,2,26880,82296,32,0,5
3596,23,7,163778,34007,54,0,1
2629,15,6,193817,52258,52,0,7
4391,17,5,33484,29831,13,0,4
4639,19,7,179540,62725,4,1,7
4604,19,3,105159,97284,9,0,3
2016,15,2,93376,79422,62,0,5
4419,5,6,71565,73152,76,0,1
2146,13,1,38142,45329,8,0,4
2347,5,1,93566,99582,19,0,5
4382,11,2,45760,4449,48,0,2
326,20,4,140288,67901,12,0,7
3797,16,1,72768,62362,39,0,6
2377,9,1,147491,74436,35,0,6
1525,8,7,43056,57965,70,0,4
121,14,4,162320,52454,29,1,3
4005,7,3,128000,41537,29,0,3
1287,19,6,171942,59529,11,0,3
638,15,2,67284,6690,64,0,2
2376,14,2,78583,5902,41,0,1
1253,6,3,170883,37144,4,0,5
3992,3,4,169336,98143,78,0,4
552,19,2,81810,47049,27,0,7
2748,11,2,175985,61934,67,0,1
1116,21,2,89406,52742,64,0,5
3204,21,7,186680,44153,2,0,7
2210,17,4,140655,62226,66,0,7
88,20,5,21761,96771,31,0,6
164,22,2,30639,68752,69,0,2
1473,14,5,16242,97609,71,0,7
3620,2,5,126208,14606,31,0,5
4667,0,4,117131,7745,33,0,5
1577,8,7,191300,88614,60,0,6
3104,14,1,71045,73351,40,0,1
1448,1,2,168480,89428,44,0,6
2280,9,6,187710,25725,13,0,3
4727,14,4,10189,87859,41,0,5
1875,10,4,126389,94503,60,0,2
4282,14,5,85922,20906,66,0,4
855,2,1,123569,8692,28,0,6
3167,1,2,90016,99493,62,0,3
2908,0,2,162614,87169,12,0,6
3421,10,7,135479,93685,51,0,1
527,22,2,92138,15676,59,0,6
2318,22,7,54962,78491,76,0,2
2074,23,4,149299,44701,77,0,2
4009,13,7,30268,78776,24,0,5
1284,17,7,185560,14445,75,0,7
4652,22,7,13352,3036,2,0,6
1517,21,4,96487,59897,76,0,1
1309,6,3,100684,96249,71,0,7
2891,2,2,89118,4332,79,0,3
4825,11,2,43809,96264,23,0,6
4379,6,5,20956,84972,12,0,2
4099,4,6,84535,75478,50,0,3
920,2,7,85037,56509,16,0,1
1793,5,4,53505,6117,2,0,7
2143,5,6,7477,87878,60,0,6
3451,19,7,51261,89266,65,0,2
2660,22,6,55029,35654,23,0,5
1908,6,2,126483,15426,55,0,7
1198,3,2,82340,92092,40,0,3
1942,5,2,29839,30942,63,0,1
1310,0,6,95685,16178,43,0,4
4622,6,2,120152,58132,74,0,5
630,7,3,97295,56625,58,0,1
3363,7,6,20903,12309,27,1,3
459,21,2,66305,16106,45,1,4
2295,19,7,186623,82483,28,0,6
733,1,2,78071,38588,17,0,6
1761,9,5,34925,54989,53,0,3
2499,6,3,144085,32285,78,0,5
3764,2,4,173205,67082,17,0,4
1978,7,5,71795,24376,76,0,1
4082,8,3,167707,76813,11,0,5
2491,6,7,21588,16040,52,0,1
3504,9,5,173103,57989,1,0,7
1833,23,6,151167,16053,31,0,7
3195,23,3,17573,18248,54,0,6
4836,0,1,91211,17124,63,0,7
2982,3,6,168941,37603,11,0,2
544,10,1,40693,27959,13,1,1
128,9,5,109457,81301,48,0,7
523,3,4,191327,67769,10,0,6
1550,1,5,123431,19155,18,0,4
515,17,2,161486,71254,43,0,3
4036,22,6,95540,47622,69,0,7
1777,12,5,71875,49316,51,0,3
986,2,7,195000,96461,43,0,7
228,21,2,144023,92607,43,0,1
4351,8,7,119372,92836,29,0,2
1058,17,7,65216,21639,49,0,2
4584,8,7,8981,83391,77,0,7
4806,2,2,101060,44959,54,0,1
4207,9,7,24843,71970,48,0,4
3453,21,5,26457,98951,46,0,3
4335,11,6,86568,59266,55,0,3
1256,3,5,157018,13020,39,0,1
2920,9,2,22309,78449,57,0,4
761,18,3,63006,41323,11,0,5
4229,3,3,156909,76494,71,0,1
3718,18,1,86393,33309,42,0,1
3176,6,2,133450,12580,37,0,1
2062,23,3,137826,76306,59,0,3
2219,8,2,118172,7553,75,0,7
1139,4,1,102910,87065,9,0,2
3905,21,6,181881,68364,40,0,6
1888,15,5,123602,25814,47,0,4
2055,8,5,139755,74932,51,0,4
1223,19,1,17026,53832,15,0,2
3508,7,1,150977,91375,74,1,5
3875,20,1,107800,40666,65,0,7
2405,23,3,164015,32917,10,0,3
312,9,4,86428,21635,0,0,4
898,8,5,173380,74626,55,0,5
2728,16,5,96529,78147,12,0,7
1296,14,3,114713,25869,25,0,3
2621,0,5,184088,20562,61,0,2
2850,8,3,60461,27627,2,0,2
378,15,2,63074,83816,43,0,1
2378,15,3,12747,98748,14,0,6
20,0,5,168475,35531,29,0,6
1190,0,2,106058,92040,37,0,4
2243,5,4,149254,72758,16,0,7
4107,3,4,109513,36061,45,0,4
2410,15,7,144646,39597,59,0,3
4179,22,6,90417,22880,66,0,4
783,16,2,162961,26979,76,0,6
3071,7,7,150092,8420,42,0,5
983,9,3,53162,96766,71,0,4
3453,20,4,71857,15810,72,0,5
4522,22,5,141750,65882,27,0,4
2539,4,2,115710,86765,41,0,4
2034,12,2,36256,56814,65,0,2
122,5,2,154517,76418,14,0,3
3178,7,6,69357,33235,47,0,4
3261,1,5,118020,40633,72,0,1
142,15,6,42433,64948,10,0,5
4312,23,6,162433,82103,39,0,5
131,14,2,11934,75787,37,0,7
1254,11,2,172122,3275,68,0,4
1507,10,5,122526,38834,15,0,3
3701,15,5,133685,94393,40,0,1
3955,1,7,116299,27290,53,0,1
2902,9,6,109984,75306,34,0,1
4311,21,1,109855,50430,60,0,7
4546,3,7,182421,23323,35,0,2
2829,2,3,120112,32655,57,1,4
3804,11,4,180205,36915,28,0,4
4171,14,6,88094,85869,17,0,5
244,10,1,108074,60489,8,0,1
3571,10,3,168402,72696,50,1,6
3864,2,5,85125,61723,53,0,6
1878,17,6,14779,12444,30,0,6
611,5,6,46347,53832,66,0,1
4444,23,3,49793,32291,76,0,4
3665,23,2,111809,81616,62,0,2
1932,6,4,62201,37797,1,0,4
3902,9,5,31484,43330,57,0,7
4269,15,5,127838,97839,54,0,5
1413,7,6,134798,16383,60,0,2
3015,22,2,101905,99314,39,0,6
2829,1,5,180824,60798,44,0,2
4464,9,5,108874,88651,59,0,1
1039,9,1,29475,54603,22,0,2
277,18,5,144733,29512,44,0,6
2070,0,4,30456,59095,13,0,4
4721,15,1,166175,80936,16,0,1
2294,5,5,183924,46301,3,0,2
2818,3,5,52331,29911,72,0,2
3729,3,1,50226,47231,36,0,6
1315,3,4,74760,8571,44,0,4
3534,21,4,76773,10236,79,0,1
621,16,3,90236,47003,62,0,5
1987,5,3,54790,76650,5,0,6
2008,15,1,85957,60710,55,0,1
4232,18,4,74015,75673,32,0,7
3511,0,7,150269,37928,44,0,2
2293,3,7,193853,98259,51,0,5
533,19,7,168413,30471,70,0,4
331,13,7,48791,32575,70,0,4
2990,13,1,71820,29094,2,0,2
339,1,6,92930,16971,52,0,5
3843,15,3,167428,22955,28,0,6
2285,8,1,85662,69418,31,0,5
4410,14,2,87100,21509,75,0,3
2376,15,3,196195,27947,6,0,6
3400,13,7,165428,51216,24,0,4
1192,4,6,5538,77151,1,0,1
4798,16,5,171099,73151,30,0,1
3723,3,3,41513,76714,72,0,7
3058,23,6,50986,53086,12,0,4
3032,10,6,102743,2147,69,0,2
4605,9,4,45902,6606,49,0,6
3911,18,4,70262,87205,49,0,6
1002,7,3,129656,39729,32,0,5
2430,22,5,77620,44848,79,0,6
3846,16,5,20523,46307,23,0,3
2923,23,7,12114,96331,0,0,5
1234,6,3,107799,78977,53,0,4
4956,1,2,15939,11072,18,0,7
2298,23,1,188472,32619,65,0,7
4683,21,2,129412,47075,59,0,5
1259,7,5,159903,62439,43,0,6
4033,11,2,6782,87488,11,0,1
4550,7,4,52855,97169,6,0,1
808,22,6,108131,76822,50,0,2
2888,18,7,51739,47707,26,0,5
3658,22,6,89277,12127,38,0,7
797,19,1,160690,16060,72,0,4
4653,1,2,91648,72176,78,0,2
2251,11,5,42344,21909,70,0,1
1833,1,3,131367,78934,42,0,3
1005,10,7,13541,18921,33,0,3
2376,22,5,179268,63759,22,0,7
4651,21,4,120306,89262,62,0,2
1057,2,5,162878,74136,76,0,3
102,21,1,32732,8375,29,0,4
2034,5,5,49777,6489,10,0,7
